Word,Negative,Positive,Uncertainty,Litigious,Strong,Weak,Constraining
DISSOLUTIONS,1,0,0,0,0,0,0
DISTINCTION,0,1,0,0,0,0,0
DISTINCTIONS,0,1,0,0,0,0,0
DISTINCTIVE,0,1,0,0,0,0,0
DISTINCTIVELY,0,1,0,0,0,0,0
DISTINCTIVENESS,0,1,0,0,0,0,0
DISTORT,1,0,0,0,0,0,0
DISTORTED,1,0,0,0,0,0,0
DISTORTING,1,0,0,0,0,0,0
DISTORTION,1,0,0,0,0,0,0
DISTORTIONS,1,0,0,0,0,0,0
DISTORTS,1,0,0,0,0,0,0
DISTRACT,1,0,0,0,0,0,0
DISTRACTED,1,0,0,0,0,0,0
DISTRACTING,1,0,0,0,0,0,0
DISTRACTION,1,0,0,0,0,0,0
DISTRACTIONS,1,0,0,0,0,0,0
DISTRACTS,1,0,0,0,0,0,0
DISTRAINT,0,0,0,1,0,0,0
DISTRESS,1,0,0,0,0,0,0
DISTRESSED,1,0,0,0,0,0,0
DISTRIBUTEE,0,0,0,1,0,0,0
DISTRIBUTEES,0,0,0,1,0,0,0
DISTURB,1,0,0,0,0,0,0
DISTURBANCE,1,0,0,0,0,0,0
DISTURBANCES,1,0,0,0,0,0,0
DISTURBED,1,0,0,0,0,0,0
DISTURBING,1,0,0,0,0,0,0
DISTURBS,1,0,0,0,0,0,0
DIVERSION,1,0,0,0,0,0,0
DIVERT,1,0,0,0,0,0,0
DIVERTED,1,0,0,0,0,0,0
DIVERTING,1,0,0,0,0,0,0
DIVERTS,1,0,0,0,0,0,0
DIVEST,1,0,0,0,0,0,0
DIVESTED,1,0,0,0,0,0,0
DIVESTING,1,0,0,0,0,0,0
DIVESTITURE,1,0,0,0,0,0,0
DIVESTITURES,1,0,0,0,0,0,0
DIVESTMENT,1,0,0,0,0,0,0
DIVESTMENTS,1,0,0,0,0,0,0
DIVESTS,1,0,0,0,0,0,0
DIVORCE,1,0,0,0,0,0,0
DIVORCED,1,0,0,0,0,0,0
DIVULGE,1,0,0,0,0,0,0
DIVULGED,1,0,0,0,0,0,0
DIVULGES,1,0,0,0,0,0,0
DIVULGING,1,0,0,0,0,0,0
DOCKET,0,0,0,1,0,0,0
DOCKETED,0,0,0,1,0,0,0
DOCKETING,0,0,0,1,0,0,0
DOCKETS,0,0,0,1,0,0,0
DONEES,0,0,0,1,0,0,0
DOUBT,1,0,1,0,0,0,0
DOUBTED,1,0,1,0,0,0,0
DOUBTFUL,1,0,1,0,0,0,0
DOUBTS,1,0,1,0,0,0,0
DOWNGRADE,1,0,0,0,0,0,0
DOWNGRADED,1,0,0,0,0,0,0
DOWNGRADES,1,0,0,0,0,0,0
DOWNGRADING,1,0,0,0,0,0,0
DOWNSIZE,1,0,0,0,0,0,0
DOWNSIZED,1,0,0,0,0,0,0
DOWNSIZES,1,0,0,0,0,0,0
DOWNSIZING,1,0,0,0,0,0,0
DOWNSIZINGS,1,0,0,0,0,0,0
DOWNTIME,1,0,0,0,0,0,0
DOWNTIMES,1,0,0,0,0,0,0
DOWNTURN,1,0,0,0,0,0,0
DOWNTURNS,1,0,0,0,0,0,0
DOWNWARD,1,0,0,0,0,0,0
DOWNWARDS,1,0,0,0,0,0,0
DRAG,1,0,0,0,0,0,0
DRASTIC,1,0,0,0,0,0,0
DRASTICALLY,1,0,0,0,0,0,0
DRAWBACK,1,0,0,0,0,0,0
DRAWBACKS,1,0,0,0,0,0,0
DREAM,0,1,0,0,0,0,0
DROPPED,1,0,0,0,0,0,0
DROUGHT,1,0,0,0,0,0,0
DROUGHTS,1,0,0,0,0,0,0
DULY,0,0,0,1,0,0,0
DURESS,1,0,0,0,0,0,0
DYSFUNCTION,1,0,0,0,0,0,0
DYSFUNCTIONAL,1,0,0,0,0,0,0
DYSFUNCTIONS,1,0,0,0,0,0,0
EARMARK,0,0,0,0,0,0,1
EARMARKED,0,0,0,0,0,0,1
EARMARKING,0,0,0,0,0,0,1
EARMARKS,0,0,0,0,0,0,1
EASIER,0,1,0,0,0,0,0
EASILY,0,1,0,0,0,0,0
EASING,1,0,0,0,0,0,0
EASY,0,1,0,0,0,0,0
EFFECTIVE,0,1,0,0,0,0,0
EFFICIENCIES,0,1,0,0,0,0,0
EFFICIENCY,0,1,0,0,0,0,0
EFFICIENT,0,1,0,0,0,0,0
EFFICIENTLY,0,1,0,0,0,0,0
EGREGIOUS,1,0,0,0,0,0,0
EGREGIOUSLY,1,0,0,0,0,0,0
EJECTMENT,0,0,0,1,0,0,0
EMBARGO,1,0,0,0,0,0,0
EMBARGOED,1,0,0,0,0,0,0
EMBARGOES,1,0,0,0,0,0,0
EMBARGOING,1,0,0,0,0,0,0
EMBARRASS,1,0,0,0,0,0,0
EMBARRASSED,1,0,0,0,0,0,0
EMBARRASSES,1,0,0,0,0,0,0
EMBARRASSING,1,0,0,0,0,0,0
EMBARRASSMENT,1,0,0,0,0,0,0
EMBARRASSMENTS,1,0,0,0,0,0,0
EMBEZZLE,1,0,0,0,0,0,0
EMBEZZLED,1,0,0,0,0,0,0
EMBEZZLEMENT,1,0,0,0,0,0,0
EMBEZZLEMENTS,1,0,0,0,0,0,0
EMBEZZLER,1,0,0,0,0,0,0
EMBEZZLES,1,0,0,0,0,0,0
EMBEZZLING,1,0,0,0,0,0,0
EMPOWER,0,1,0,0,0,0,0
EMPOWERED,0,1,0,0,0,0,0
EMPOWERING,0,1,0,0,0,0,0
EMPOWERS,0,1,0,0,0,0,0
ENABLE,0,1,0,0,0,0,0
ENABLED,0,1,0,0,0,0,0
ENABLES,0,1,0,0,0,0,0
ENABLING,0,1,0,0,0,0,0
ENCOURAGED,0,1,0,0,0,0,0
ENCOURAGEMENT,0,1,0,0,0,0,0
ENCOURAGES,0,1,0,0,0,0,0
ENCOURAGING,0,1,0,0,0,0,0
ENCROACH,1,0,0,0,0,0,0
ENCROACHED,1,0,0,0,0,0,0
ENCROACHES,1,0,0,0,0,0,0
ENCROACHING,1,0,0,0,0,0,0
ENCROACHMENT,1,0,0,0,0,0,0
ENCROACHMENTS,1,0,0,0,0,0,0
ENCUMBER,1,0,0,1,0,0,1
ENCUMBERED,1,0,0,1,0,0,1
ENCUMBERING,1,0,0,1,0,0,1
ENCUMBERS,1,0,0,1,0,0,1
ENCUMBRANCE,1,0,0,1,0,0,1
ENCUMBRANCER,0,0,0,1,0,0,0
ENCUMBRANCERS,0,0,0,1,0,0,0
ENCUMBRANCES,1,0,0,1,0,0,1
ENDANGER,1,0,0,0,0,0,0
ENDANGERED,1,0,0,0,0,0,0
ENDANGERING,1,0,0,0,0,0,0
ENDANGERMENT,1,0,0,0,0,0,0
ENDANGERS,1,0,0,0,0,0,0
ENDORSEE,0,0,0,1,0,0,0
ENFORCEABILITY,0,0,0,1,0,0,0
ENFORCEABLE,0,0,0,1,0,0,0
ENFORCEABLY,0,0,0,1,0,0,0
ENHANCE,0,1,0,0,0,0,0
ENHANCED,0,1,0,0,0,0,0
ENHANCEMENT,0,1,0,0,0,0,0
ENHANCEMENTS,0,1,0,0,0,0,0
ENHANCES,0,1,0,0,0,0,0
ENHANCING,0,1,0,0,0,0,0
ENJOIN,1,0,0,0,0,0,0
ENJOINED,1,0,0,0,0,0,0
ENJOINING,1,0,0,0,0,0,0
ENJOINS,1,0,0,0,0,0,0
ENJOY,0,1,0,0,0,0,0
ENJOYABLE,0,1,0,0,0,0,0
ENJOYABLY,0,1,0,0,0,0,0
ENJOYED,0,1,0,0,0,0,0
ENJOYING,0,1,0,0,0,0,0
ENJOYMENT,0,1,0,0,0,0,0
ENJOYS,0,1,0,0,0,0,0
ENTAIL,0,0,0,0,0,0,1
ENTAILED,0,0,0,0,0,0,1
ENTAILING,0,0,0,0,0,0,1
ENTAILS,0,0,0,0,0,0,1
ENTHUSIASM,0,1,0,0,0,0,0
ENTHUSIASTIC,0,1,0,0,0,0,0
ENTHUSIASTICALLY,0,1,0,0,0,0,0
ENTRENCH,0,0,0,0,0,0,1
ENTRENCHED,0,0,0,0,0,0,1
ERODE,1,0,0,0,0,0,0
ERODED,1,0,0,0,0,0,0
ERODES,1,0,0,0,0,0,0
ERODING,1,0,0,0,0,0,0
EROSION,1,0,0,0,0,0,0
ERRATIC,1,0,0,0,0,0,0
ERRATICALLY,1,0,0,0,0,0,0
ERRED,1,0,0,0,0,0,0
ERRING,1,0,0,0,0,0,0
ERRONEOUS,1,0,0,0,0,0,0
ERRONEOUSLY,1,0,0,0,0,0,0
ERROR,1,0,0,0,0,0,0
ERRORS,1,0,0,0,0,0,0
ERRS,1,0,0,0,0,0,0
ESCALATE,1,0,0,0,0,0,0
ESCALATED,1,0,0,0,0,0,0
ESCALATES,1,0,0,0,0,0,0
ESCALATING,1,0,0,0,0,0,0
ESCHEAT,0,0,0,1,0,0,0
ESCHEATED,0,0,0,1,0,0,0
ESCHEATMENT,0,0,0,1,0,0,0
ESCROW,0,0,0,0,0,0,1
ESCROWED,0,0,0,0,0,0,1
ESCROWING,0,0,0,1,0,0,0
ESCROWS,0,0,0,0,0,0,1
ESTOPPEL,0,0,0,1,0,0,0
EVADE,1,0,0,0,0,0,0
EVADED,1,0,0,0,0,0,0
EVADES,1,0,0,0,0,0,0
EVADING,1,0,0,0,0,0,0
EVASION,1,0,0,0,0,0,0
EVASIONS,1,0,0,0,0,0,0
EVASIVE,1,0,0,0,0,0,0
EVICT,1,0,0,0,0,0,0
EVICTED,1,0,0,0,0,0,0
EVICTING,1,0,0,0,0,0,0
EVICTION,1,0,0,0,0,0,0
EVICTIONS,1,0,0,0,0,0,0
EVICTS,1,0,0,0,0,0,0
EVIDENTIAL,0,0,0,1,0,0,0
EVIDENTIARY,0,0,0,1,0,0,0
EXACERBATE,1,0,0,0,0,0,0
EXACERBATED,1,0,0,0,0,0,0
EXACERBATES,1,0,0,0,0,0,0
EXACERBATING,1,0,0,0,0,0,0
EXACERBATION,1,0,0,0,0,0,0
EXACERBATIONS,1,0,0,0,0,0,0
EXAGGERATE,1,0,0,0,0,0,0
EXAGGERATED,1,0,0,0,0,0,0
EXAGGERATES,1,0,0,0,0,0,0
EXAGGERATING,1,0,0,0,0,0,0
EXAGGERATION,1,0,0,0,0,0,0
EXCEEDANCE,0,0,0,1,0,0,0
EXCEEDANCES,0,0,0,1,0,0,0
EXCEEDENCES,0,0,0,1,0,0,0
EXCELLENCE,0,1,0,0,0,0,0
EXCELLENT,0,1,0,0,0,0,0
EXCELLING,0,1,0,0,0,0,0
EXCELS,0,1,0,0,0,0,0
EXCEPTIONAL,0,1,0,0,0,0,0
EXCEPTIONALLY,0,1,0,0,0,0,0
EXCESSIVE,1,0,0,0,0,0,0
EXCESSIVELY,1,0,0,0,0,0,0
EXCISED,0,0,0,1,0,0,0
EXCITED,0,1,0,0,0,0,0
EXCITEMENT,0,1,0,0,0,0,0
EXCITING,0,1,0,0,0,0,0
EXCLUSIVE,0,1,0,0,0,0,0
EXCLUSIVELY,0,1,0,0,0,0,0
EXCLUSIVENESS,0,1,0,0,0,0,0
EXCLUSIVES,0,1,0,0,0,0,0
EXCLUSIVITY,0,1,0,0,0,0,0
EXCULPATE,1,0,0,1,0,0,0
EXCULPATED,1,0,0,1,0,0,0
EXCULPATES,1,0,0,1,0,0,0
EXCULPATING,1,0,0,1,0,0,0
EXCULPATION,1,0,0,1,0,0,0
EXCULPATIONS,1,0,0,1,0,0,0
EXCULPATORY,1,0,0,1,0,0,0
EXECUTOR,0,0,0,1,0,0,0
EXECUTORS,0,0,0,1,0,0,0
EXECUTORY,0,0,0,1,0,0,0
EXECUTRICES,0,0,0,1,0,0,0
EXECUTRIX,0,0,0,1,0,0,0
EXECUTRIXES,0,0,0,1,0,0,0
EXEMPLARY,0,1,0,0,0,0,0
EXONERATE,1,0,0,0,0,0,0
EXONERATED,1,0,0,0,0,0,0
EXONERATES,1,0,0,0,0,0,0
EXONERATING,1,0,0,0,0,0,0
EXONERATION,1,0,0,0,0,0,0
EXONERATIONS,1,0,0,0,0,0,0
EXPANSION,0,1,0,0,0,0,0
EXPLOIT,1,0,0,0,0,0,0
EXPLOITATION,1,0,0,0,0,0,0
EXPLOITATIONS,1,0,0,0,0,0,0
EXPLOITATIVE,1,0,0,0,0,0,0
EXPLOITED,1,0,0,0,0,0,0
EXPLOITING,1,0,0,0,0,0,0
EXPLOITS,1,0,0,0,0,0,0
EXPOSE,1,0,0,0,0,0,0
EXPOSED,1,0,0,0,0,0,0
EXPOSES,1,0,0,0,0,0,0
EXPOSING,1,0,0,0,0,0,0
EXPOSURE,0,0,1,0,0,0,0
EXPOSURES,0,0,1,0,0,0,0
EXPROPRIATE,1,0,0,0,0,0,0
EXPROPRIATED,1,0,0,0,0,0,0
EXPROPRIATES,1,0,0,0,0,0,0
EXPROPRIATING,1,0,0,0,0,0,0
EXPROPRIATION,1,0,0,0,0,0,0
EXPROPRIATIONS,1,0,0,0,0,0,0
EXPULSION,1,0,0,0,0,0,0
EXPULSIONS,1,0,0,0,0,0,0
EXTENUATING,1,0,0,0,0,0,0
EXTRACONTRACTUAL,0,0,0,1,0,0,0
EXTRACORPOREAL,0,0,0,1,0,0,0
EXTRAJUDICIAL,0,0,0,1,0,0,0
FACIE,0,0,0,1,0,0,0
FACTO,0,0,0,1,0,0,0
FAIL,1,0,0,0,0,0,0
FAILED,1,0,0,0,0,0,0
FAILING,1,0,0,0,0,0,0
FAILINGS,1,0,0,0,0,0,0
FAILS,1,0,0,0,0,0,0
FAILURE,1,0,0,0,0,0,0
FAILURES,1,0,0,0,0,0,0
FALLOUT,1,0,0,0,0,0,0
FALSELY,1,0,0,0,0,0,0
FALSIFICATION,1,0,0,0,0,0,0
FALSIFICATIONS,1,0,0,0,0,0,0
FALSIFIED,1,0,0,0,0,0,0
FALSIFIES,1,0,0,0,0,0,0
FALSIFY,1,0,0,0,0,0,0
FALSIFYING,1,0,0,0,0,0,0
FALSITY,1,0,0,0,0,0,0
FANTASTIC,0,1,0,0,0,0,0
FATALITIES,1,0,0,0,0,0,0
FATALITY,1,0,0,0,0,0,0
FATALLY,1,0,0,0,0,0,0
FAULT,1,0,0,0,0,0,0
FAULTED,1,0,0,0,0,0,0
FAULTS,1,0,0,0,0,0,0
FAULTY,1,0,0,0,0,0,0
FAVORABLE,0,1,0,0,0,0,0
FAVORABLY,0,1,0,0,0,0,0
FAVORED,0,1,0,0,0,0,0
FAVORING,0,1,0,0,0,0,0
FAVORITE,0,1,0,0,0,0,0
FAVORITES,0,1,0,0,0,0,0
FEAR,1,0,0,0,0,0,0
FEARS,1,0,0,0,0,0,0
FELONIES,1,0,0,1,0,0,0
FELONIOUS,1,0,0,1,0,0,0
FELONY,1,0,0,1,0,0,0
FICTITIOUS,1,0,0,0,0,0,0
FIDE,0,0,0,1,0,0,0
FINED,1,0,0,0,0,0,0
FINES,1,0,0,0,0,0,0
FIRED,1,0,0,0,0,0,0
FIRING,1,0,0,0,0,0,0
FLAW,1,0,0,0,0,0,0
FLAWED,1,0,0,0,0,0,0
FLAWS,1,0,0,0,0,0,0
FLUCTUATE,0,0,1,0,0,0,0
FLUCTUATED,0,0,1,0,0,0,0
FLUCTUATES,0,0,1,0,0,0,0
FLUCTUATING,0,0,1,0,0,0,0
FLUCTUATION,0,0,1,0,0,0,0
FLUCTUATIONS,0,0,1,0,0,0,0
FORBADE,0,0,0,1,0,0,1
FORBEAR,0,0,0,1,0,0,0
FORBEARANCE,0,0,0,1,0,0,0
FORBEARANCES,0,0,0,1,0,0,0
FORBEARING,0,0,0,1,0,0,0
FORBEARS,0,0,0,1,0,0,0
FORBID,1,0,0,0,0,0,1
FORBIDDEN,1,0,0,0,0,0,1
FORBIDDING,1,0,0,0,0,0,1
FORBIDS,1,0,0,0,0,0,1
FORCE,1,0,0,0,0,0,0
FORCED,1,0,0,0,0,0,0
FORCING,1,0,0,0,0,0,0
FOREBEAR,0,0,0,1,0,0,0
FOREBEARANCE,0,0,0,1,0,0,0
FOREBEARS,0,0,0,1,0,0,0
FORECLOSE,1,0,0,0,0,0,0
FORECLOSED,1,0,0,0,0,0,0
FORECLOSES,1,0,0,0,0,0,0
FORECLOSING,1,0,0,0,0,0,0
FORECLOSURE,1,0,0,0,0,0,0
FORECLOSURES,1,0,0,0,0,0,0
FOREGO,1,0,0,0,0,0,0
FOREGOES,1,0,0,0,0,0,0
FOREGONE,1,0,0,0,0,0,0
FORESTALL,1,0,0,0,0,0,0
FORESTALLED,1,0,0,0,0,0,0
FORESTALLING,1,0,0,0,0,0,0
FORESTALLS,1,0,0,0,0,0,0
FORFEIT,1,0,0,0,0,0,0
FORFEITABILITY,0,0,0,1,0,0,0
FORFEITABLE,0,0,0,1,0,0,0
FORFEITED,1,0,0,0,0,0,0
FORFEITING,1,0,0,0,0,0,0
FORFEITS,1,0,0,0,0,0,0
FORFEITURE,1,0,0,0,0,0,0
FORFEITURES,1,0,0,0,0,0,0
FORGERS,1,0,0,0,0,0,0
FORGERY,1,0,0,0,0,0,0
FORTHWITH,0,0,0,1,0,0,0
FORWHICH,0,0,0,1,0,0,0
FRAUD,1,0,0,0,0,0,0
FRAUDS,1,0,0,0,0,0,0
FRAUDULENCE,1,0,0,0,0,0,0
FRAUDULENT,1,0,0,0,0,0,0
FRAUDULENTLY,1,0,0,0,0,0,0
FRIENDLY,0,1,0,0,0,0,0
FRIVOLOUS,1,0,0,0,0,0,0
FRIVOLOUSLY,1,0,0,0,0,0,0
FRUSTRATE,1,0,0,0,0,0,0
FRUSTRATED,1,0,0,0,0,0,0
FRUSTRATES,1,0,0,0,0,0,0
FRUSTRATING,1,0,0,0,0,0,0
FRUSTRATINGLY,1,0,0,0,0,0,0
FRUSTRATION,1,0,0,0,0,0,0
FRUSTRATIONS,1,0,0,0,0,0,0
FUGITIVE,1,0,0,1,0,0,0
FUGITIVES,1,0,0,1,0,0,0
FURTHERANCE,0,0,0,1,0,0,0
GAIN,0,1,0,0,0,0,0
GAINED,0,1,0,0,0,0,0
GAINING,0,1,0,0,0,0,0
GAINS,0,1,0,0,0,0,0
GOOD,0,1,0,0,0,0,0
GRANTOR,0,0,0,1,0,0,0
GRANTORS,0,0,0,1,0,0,0
GRATUITOUS,1,0,0,0,0,0,0
GRATUITOUSLY,1,0,0,0,0,0,0
GREAT,0,1,0,0,0,0,0
GREATER,0,1,0,0,0,0,0
GREATEST,0,1,0,0,0,0,0
GREATLY,0,1,0,0,0,0,0
GREATNESS,0,1,0,0,0,0,0
GRIEVANCE,1,0,0,0,0,0,0
GRIEVANCES,1,0,0,0,0,0,0
GROSSLY,1,0,0,0,0,0,0
GROUNDLESS,1,0,0,0,0,0,0
GROWTH,0,1,0,0,0,0,0
GUILTY,1,0,0,0,0,0,0
HALT,1,0,0,0,0,0,0
HALTED,1,0,0,0,0,0,0
HAMPER,1,0,0,0,0,0,0
HAMPERED,1,0,0,0,0,0,0
HAMPERING,1,0,0,0,0,0,0
HAMPERS,1,0,0,0,0,0,0
HAPPIEST,0,1,0,0,0,0,0
HAPPILY,0,1,0,0,0,0,0
HAPPINESS,0,1,0,0,0,0,0
HAPPY,0,1,0,0,0,0,0
HARASS,1,0,0,0,0,0,0
HARASSED,1,0,0,0,0,0,0
HARASSING,1,0,0,0,0,0,0
HARASSMENT,1,0,0,0,0,0,0
HARDSHIP,1,0,0,0,0,0,0
HARDSHIPS,1,0,0,0,0,0,0
HARM,1,0,0,0,0,0,0
HARMED,1,0,0,0,0,0,0
HARMFUL,1,0,0,0,0,0,0
HARMFULLY,1,0,0,0,0,0,0
HARMING,1,0,0,0,0,0,0
HARMS,1,0,0,0,0,0,0
HARSH,1,0,0,0,0,0,0
HARSHER,1,0,0,0,0,0,0
HARSHEST,1,0,0,0,0,0,0
HARSHLY,1,0,0,0,0,0,0
HARSHNESS,1,0,0,0,0,0,0
HAZARD,1,0,0,0,0,0,0
HAZARDOUS,1,0,0,0,0,0,0
HAZARDS,1,0,0,0,0,0,0
HENCEFORTH,0,0,0,1,0,0,0
HENCEFORWARD,0,0,0,1,0,0,0
HEREAFTER,0,0,0,1,0,0,0
HEREBY,0,0,0,1,0,0,0
HEREDITAMENTS,0,0,0,1,0,0,0
HEREFOR,0,0,0,1,0,0,0
HEREFORE,0,0,0,1,0,0,0
HEREFROM,0,0,0,1,0,0,0
HEREIN,0,0,0,1,0,0,0
HEREINABOVE,0,0,0,1,0,0,0
HEREINAFTER,0,0,0,1,0,0,0
HEREINBEFORE,0,0,0,1,0,0,0
HEREINBELOW,0,0,0,1,0,0,0
HEREOF,0,0,0,1,0,0,0
HEREON,0,0,0,1,0,0,0
HERETO,0,0,0,1,0,0,0
HERETOFORE,0,0,0,1,0,0,0
HEREUNDER,0,0,0,1,0,0,0
HEREUNTO,0,0,0,1,0,0,0
HEREUPON,0,0,0,1,0,0,0
HEREWITH,0,0,0,1,0,0,0
HEREWITHIN,0,0,0,1,0,0,0
HIDDEN,0,0,1,0,0,0,0
HIGHEST,0,1,0,0,1,0,0
HINDER,1,0,0,0,0,0,0
HINDERED,1,0,0,0,0,0,0
HINDERING,1,0,0,0,0,0,0
HINDERS,1,0,0,0,0,0,0
HINDRANCE,1,0,0,0,0,0,0
HINDRANCES,1,0,0,0,0,0,0
HINGES,0,0,1,0,0,0,0
HONOR,0,1,0,0,0,0,0
HONORABLE,0,1,0,0,0,0,0
HONORED,0,1,0,0,0,0,0
HONORING,0,1,0,0,0,0,0
HONORS,0,1,0,0,0,0,0
HOSTILE,1,0,0,0,0,0,0
HOSTILITY,1,0,0,0,0,0,0
HURT,1,0,0,0,0,0,0
HURTING,1,0,0,0,0,0,0
IDEAL,0,1,0,0,0,0,0
IDLE,1,0,0,0,0,0,0
IDLED,1,0,0,0,0,0,0
IDLING,1,0,0,0,0,0,0
IGNORE,1,0,0,0,0,0,0
IGNORED,1,0,0,0,0,0,0
IGNORES,1,0,0,0,0,0,0
IGNORING,1,0,0,0,0,0,0
ILL,1,0,0,0,0,0,0
ILLEGAL,1,0,0,0,0,0,0
ILLEGALITIES,1,0,0,0,0,0,0
ILLEGALITY,1,0,0,0,0,0,0
ILLEGALLY,1,0,0,0,0,0,0
ILLEGIBLE,1,0,0,0,0,0,0
ILLICIT,1,0,0,0,0,0,0
ILLICITLY,1,0,0,0,0,0,0
ILLIQUID,1,0,0,0,0,0,0
ILLIQUIDITY,1,0,0,0,0,0,0
IMBALANCE,1,0,0,0,0,0,0
IMBALANCES,1,0,0,0,0,0,0
IMMATERIALITY,0,0,0,1,0,0,0
IMMATURE,1,0,0,0,0,0,0
IMMORAL,1,0,0,0,0,0,0
IMPAIR,1,0,0,0,0,0,1
IMPAIRED,1,0,0,0,0,0,1
IMPAIRING,1,0,0,0,0,0,1
IMPAIRMENT,1,0,0,0,0,0,1
IMPAIRMENTS,1,0,0,0,0,0,1
IMPAIRS,1,0,0,0,0,0,1
IMPASSE,1,0,0,0,0,0,0
IMPASSES,1,0,0,0,0,0,0
IMPEDE,1,0,0,0,0,0,0
IMPEDED,1,0,0,0,0,0,0
IMPEDES,1,0,0,0,0,0,0
IMPEDIMENT,1,0,0,0,0,0,0
IMPEDIMENTS,1,0,0,0,0,0,0
IMPEDING,1,0,0,0,0,0,0
IMPENDING,1,0,0,0,0,0,0
IMPERATIVE,1,0,0,0,0,0,0
IMPERFECTION,1,0,0,0,0,0,0
IMPERFECTIONS,1,0,0,0,0,0,0
IMPERIL,1,0,0,0,0,0,0
IMPERMISSIBLE,1,0,0,0,0,0,0
IMPLEADED,0,0,0,1,0,0,0
IMPLICATE,1,0,0,0,0,0,0
IMPLICATED,1,0,0,0,0,0,0
IMPLICATES,1,0,0,0,0,0,0
IMPLICATING,1,0,0,0,0,0,0
IMPOSE,0,0,0,0,0,0,1
IMPOSED,0,0,0,0,0,0,1
IMPOSES,0,0,0,0,0,0,1
IMPOSING,0,0,0,0,0,0,1
IMPOSITION,0,0,0,0,0,0,1
IMPOSITIONS,0,0,0,0,0,0,1
IMPOSSIBILITY,1,0,0,0,0,0,0
IMPOSSIBLE,1,0,0,0,0,0,0
IMPOUND,1,0,0,0,0,0,0
IMPOUNDED,1,0,0,0,0,0,0
IMPOUNDING,1,0,0,0,0,0,0
IMPOUNDS,1,0,0,0,0,0,0
IMPRACTICABLE,1,0,0,0,0,0,0
IMPRACTICAL,1,0,0,0,0,0,0
IMPRACTICALITIES,1,0,0,0,0,0,0
IMPRACTICALITY,1,0,0,0,0,0,0
IMPRECISE,0,0,1,0,0,0,0
IMPRECISION,0,0,1,0,0,0,0
IMPRECISIONS,0,0,1,0,0,0,0
IMPRESS,0,1,0,0,0,0,0
IMPRESSED,0,1,0,0,0,0,0
IMPRESSES,0,1,0,0,0,0,0
IMPRESSING,0,1,0,0,0,0,0
IMPRESSIVE,0,1,0,0,0,0,0
IMPRESSIVELY,0,1,0,0,0,0,0
IMPRISONMENT,1,0,0,0,0,0,0
IMPROBABILITY,0,0,1,0,0,0,0
IMPROBABLE,0,0,1,0,0,0,0
IMPROPER,1,0,0,0,0,0,0
IMPROPERLY,1,0,0,0,0,0,0
IMPROPRIETIES,1,0,0,0,0,0,0
IMPROPRIETY,1,0,0,0,0,0,0
IMPROVE,0,1,0,0,0,0,0
IMPROVED,0,1,0,0,0,0,0
IMPROVEMENT,0,1,0,0,0,0,0
IMPROVEMENTS,0,1,0,0,0,0,0
IMPROVES,0,1,0,0,0,0,0
IMPROVING,0,1,0,0,0,0,0
IMPRUDENT,1,0,0,0,0,0,0
IMPRUDENTLY,1,0,0,0,0,0,0
INABILITY,1,0,0,0,0,0,0
INACCESSIBLE,1,0,0,0,0,0,0
INACCURACIES,1,0,0,0,0,0,0
INACCURACY,1,0,0,0,0,0,0
INACCURATE,1,0,0,0,0,0,0
INACCURATELY,1,0,0,0,0,0,0
INACTION,1,0,0,0,0,0,0
INACTIONS,1,0,0,0,0,0,0
INACTIVATE,1,0,0,0,0,0,0
INACTIVATED,1,0,0,0,0,0,0
INACTIVATES,1,0,0,0,0,0,0
INACTIVATING,1,0,0,0,0,0,0
INACTIVATION,1,0,0,0,0,0,0
INACTIVATIONS,1,0,0,0,0,0,0
INACTIVITY,1,0,0,0,0,0,0
INADEQUACIES,1,0,0,0,0,0,0
INADEQUACY,1,0,0,0,0,0,0
INADEQUATE,1,0,0,0,0,0,0
INADEQUATELY,1,0,0,0,0,0,0
INADVERTENT,1,0,0,0,0,0,0
INADVERTENTLY,1,0,0,0,0,0,0
INADVISABILITY,1,0,0,0,0,0,0
INADVISABLE,1,0,0,0,0,0,0
INAPPROPRIATE,1,0,0,0,0,0,0
INAPPROPRIATELY,1,0,0,0,0,0,0
INASMUCH,0,0,0,1,0,0,0
INATTENTION,1,0,0,0,0,0,0
INCAPABLE,1,0,0,0,0,0,0
INCAPACITATED,1,0,0,0,0,0,0
INCAPACITY,1,0,0,1,0,0,0
INCARCERATE,1,0,0,1,0,0,0
INCARCERATED,1,0,0,1,0,0,0
INCARCERATES,1,0,0,1,0,0,0
INCARCERATING,1,0,0,1,0,0,0
INCARCERATION,1,0,0,1,0,0,0
INCARCERATIONS,1,0,0,1,0,0,0
INCHOATE,0,0,0,1,0,0,0
INCIDENCE,1,0,0,0,0,0,0
INCIDENCES,1,0,0,0,0,0,0
INCIDENT,1,0,0,0,0,0,0
INCIDENTS,1,0,0,0,0,0,0
INCOMPATIBILITIES,1,0,0,0,0,0,0
INCOMPATIBILITY,1,0,0,0,0,0,0
INCOMPATIBLE,1,0,0,0,0,0,0
INCOMPETENCE,1,0,0,0,0,0,0
INCOMPETENCY,1,0,0,0,0,0,0
INCOMPETENT,1,0,0,0,0,0,0
INCOMPETENTLY,1,0,0,0,0,0,0
INCOMPETENTS,1,0,0,0,0,0,0
INCOMPLETE,1,0,0,0,0,0,0
